,source,confidence,target,weight
27176,KLF9,C,SEC14L1,0.3333333333333333
27177,KLF9,C,SASH1,0.3333333333333333
27178,KLF9,C,SAMD11,0.3333333333333333
27179,KLF9,C,RXRA,0.3333333333333333
27180,KLF9,C,RGS12,0.3333333333333333
27181,KLF9,C,RAP1GAP,0.3333333333333333
27182,KLF9,C,RAB11FIP4,0.3333333333333333
27183,KLF9,C,SH3BP2,0.3333333333333333
27184,KMT2A,C,HERC3,0.3333333333333333
27185,KLF9,C,TNS2,0.3333333333333333
27186,KLF9,C,TSC22D3,0.3333333333333333
27187,KMT2A,C,FNBP1,0.3333333333333333
27188,KMT2A,C,FBXO11,0.3333333333333333
27189,KMT2A,C,DMTF1,0.3333333333333333
27190,KMT2A,C,CNOT6L,0.3333333333333333
27191,KMT2A,C,CLASP2,0.3333333333333333
27192,KMT2A,C,CHD9,0.3333333333333333
27193,KMT2A,C,CDK19,0.3333333333333333
27194,KLF9,C,TRIOBP,0.3333333333333333
27195,KMT2A,C,CDK13,0.3333333333333333
27196,KMT2A,C,BICRAL,0.3333333333333333
27197,KMT2A,C,BBX,0.3333333333333333
27198,KMT2A,C,ASAP2,0.3333333333333333
27199,KMT2A,C,ARID2,0.3333333333333333
27200,KMT2A,C,ARID1B,0.3333333333333333
27201,KMT2A,C,ANKRD12,0.3333333333333333
27202,KLF9,C,VAV2,0.3333333333333333
27203,KMT2A,C,BIRC6,0.3333333333333333
27204,KLF9,C,POU3F2,0.3333333333333333
27205,LEF1,C,AKT2,0.3333333333333333
27206,LEF1,C,BIRC3,0.3333333333333333
27207,LYL1,C,CUEDC1,0.3333333333333333
27208,LYL1,C,CSK,0.3333333333333333
27209,LYL1,C,CSF1R,0.3333333333333333
27210,LYL1,C,CMTM7,0.3333333333333333
27211,LYL1,C,CMKLR1,0.3333333333333333
27212,LYL1,C,CLIP2,0.3333333333333333
27213,LYL1,C,CHST12,0.3333333333333333
27214,LYL1,C,CYBB,0.3333333333333333
27215,LYL1,C,CD53,0.3333333333333333
27216,LYL1,C,CCM2,0.3333333333333333
27217,LYL1,C,CCDC88C,0.3333333333333333
27218,LYL1,C,CACNA2D4,0.3333333333333333
27219,LYL1,C,CACNA1C,0.3333333333333333
27220,LYL1,C,BIN1,0.3333333333333333
27221,LYL1,C,ARL5C,0.3333333333333333
27222,LYL1,C,ARHGEF2,0.3333333333333333
27223,LYL1,C,CD34,0.3333333333333333
27224,LYL1,C,ARHGAP25,0.3333333333333333
27225,LYL1,C,CYTH4,0.3333333333333333
27226,LYL1,C,DUS2,0.3333333333333333
27227,LYL1,C,IQGAP2,0.3333333333333333
27228,LYL1,C,INPP5D,0.3333333333333333
27229,LYL1,C,IKZF1,0.3333333333333333
27230,LYL1,C,HPCAL1,0.3333333333333333
27231,LYL1,C,HLX,0.3333333333333333
27232,LYL1,C,HIVEP3,0.3333333333333333
27233,LYL1,C,HHEX,0.3333333333333333
27234,LYL1,C,DGKZ,0.3333333333333333
27235,LYL1,C,HDAC4,0.3333333333333333
27236,LYL1,C,GRK2,0.3333333333333333
27237,LYL1,C,GNG2,0.3333333333333333
27238,LYL1,C,FMNL3,0.3333333333333333
27239,LYL1,C,FAR2,0.3333333333333333
27240,LYL1,C,FAM78A,0.3333333333333333
27241,LYL1,C,ELMO1,0.3333333333333333
27242,LYL1,C,DYSF,0.3333333333333333
27243,LYL1,C,GYPC,0.3333333333333333
27244,LEF1,C,ANK2,0.3333333333333333
27245,LYL1,C,ARHGAP22,0.3333333333333333
27246,LHX2,C,ZBTB20,0.3333333333333333
27247,LEF1,C,NODAL,0.3333333333333333
27248,LEF1,C,NLGN1,0.3333333333333333
27249,LEF1,C,NKD1,0.3333333333333333
27250,LEF1,C,NETO2,0.3333333333333333
27251,LEF1,C,MYO18B,0.3333333333333333
27252,LEF1,C,MID1,0.3333333333333333
27253,LEF1,C,MED1,0.3333333333333333
27254,LEF1,C,PAK1,0.3333333333333333
27255,LEF1,C,LGI1,0.3333333333333333
27256,LEF1,C,GSTO1,0.3333333333333333
27257,LEF1,C,GIMAP5,0.3333333333333333
27258,LEF1,C,FHAD1,0.3333333333333333
27259,LEF1,C,CSMD1,0.3333333333333333
27260,LEF1,C,CHD2,0.3333333333333333
27261,LEF1,C,CEMIP2,0.3333333333333333
27262,LEF1,C,BRI3,0.3333333333333333
27263,LEF1,C,KCNMA1,0.3333333333333333
27264,LHX2,C,ZNF608,0.3333333333333333
27265,LEF1,C,PHLDB2,0.3333333333333333
27266,LEF1,C,PRUNE2,0.3333333333333333
27267,LHX2,C,SOX6,0.3333333333333333
27268,LHX2,C,MITF,0.3333333333333333
27269,LHX2,C,MID1,0.3333333333333333
27270,LHX2,C,GLIS3,0.3333333333333333
27271,LHX2,C,FMN2,0.3333333333333333
27272,LHX2,C,CDK14,0.3333333333333333
27273,LHX2,C,CCND1,0.3333333333333333
27274,LEF1,C,PRKCH,0.3333333333333333
27275,LHX2,C,ADGRL3,0.3333333333333333
27276,LEF1,C,TNFRSF19,0.3333333333333333
27277,LEF1,C,TMEM33,0.3333333333333333
27278,LEF1,C,SLC25A28,0.3333333333333333
27279,LEF1,C,SIPA1L1,0.3333333333333333
27280,LEF1,C,SERINC5,0.3333333333333333
27281,LEF1,C,RNF43,0.3333333333333333
27282,LEF1,C,RCC2,0.3333333333333333
27283,LEF1,C,ZDHHC14,0.3333333333333333
27284,KLF9,C,POR,0.3333333333333333
27285,KLF9,C,PLEC,0.3333333333333333
27286,KLF9,C,PKM,0.3333333333333333
27287,KLF5,C,S100A16,0.3333333333333333
27288,KLF5,C,RXRA,0.3333333333333333
27289,KLF5,C,RBM47,0.3333333333333333
27290,KLF5,C,RALGDS,0.3333333333333333
27291,KLF5,C,RAB11FIP1,0.3333333333333333
27292,KLF5,C,RAB11A,0.3333333333333333
27293,KLF5,C,PTCH1,0.3333333333333333
27294,KLF5,C,SCNN1A,0.3333333333333333
27295,KLF5,C,PRKCZ,0.3333333333333333
27296,KLF5,C,PPL,0.3333333333333333
27297,KLF5,C,PLEC,0.3333333333333333
27298,KLF5,C,NOL4L,0.3333333333333333
27299,KLF5,C,NFE2L2,0.3333333333333333
27300,KLF5,C,MYO5B,0.3333333333333333
27301,KLF5,C,MYO1C,0.3333333333333333
27302,KLF5,C,MKNK2,0.3333333333333333
27303,KLF5,C,PPP1R13L,0.3333333333333333
27304,KLF5,C,MISP,0.3333333333333333
27305,KLF5,C,SDC1,0.3333333333333333
27306,KLF5,C,SLC2A1,0.3333333333333333
27307,KLF6,C,ARID5B,0.3333333333333333
27308,KLF6,C,AREG,0.3333333333333333
27309,KLF6,C,ANXA2,0.3333333333333333
27310,KLF6,C,ACTN1,0.3333333333333333
27311,KLF5,C,ZNF217,0.3333333333333333
27312,KLF5,C,ZBTB7C,0.3333333333333333
27313,KLF5,C,YWHAZ,0.3333333333333333
27314,KLF5,C,SH2D3A,0.3333333333333333
27315,KLF5,C,WWC1,0.3333333333333333
27316,KLF5,C,TJP3,0.3333333333333333
27317,KLF5,C,TECR,0.3333333333333333
27318,KLF5,C,TCF3,0.3333333333333333
27319,KLF5,C,STX1A,0.3333333333333333
27320,KLF5,C,SREBF1,0.3333333333333333
27321,KLF5,C,SPIRE2,0.3333333333333333
27322,KLF5,C,SLC48A1,0.3333333333333333
27323,KLF5,C,TRIM29,0.3333333333333333
27324,KLF6,C,ASAP1,0.3333333333333333
27325,KLF5,C,MIDN,0.3333333333333333
27326,KLF5,C,MCRIP2,0.3333333333333333
27327,KLF5,C,DGKQ,0.3333333333333333
27328,KLF5,C,CRYBG2,0.3333333333333333
27329,KLF5,C,COQ8B,0.3333333333333333
27330,KLF5,C,COL4A2,0.3333333333333333
27331,KLF5,C,CLDN4,0.3333333333333333
27332,KLF5,C,CIRBP,0.3333333333333333
27333,KLF5,C,CD9,0.3333333333333333
27334,KLF5,C,DIAPH1,0.3333333333333333
27335,KLF5,C,CANT1,0.3333333333333333
27336,KLF5,C,B3GNT3,0.3333333333333333
27337,KLF5,C,ANXA2,0.3333333333333333
27338,KLF5,C,AMN,0.3333333333333333
27339,KLF5,C,ALDH3A2,0.3333333333333333
27340,KLF5,C,AHNAK2,0.3333333333333333
27341,KLF5,C,AGRN,0.3333333333333333
27342,KLF5,C,ADAP1,0.3333333333333333
27343,KLF5,C,BAIAP2L1,0.3333333333333333
27344,KLF5,C,MIB2,0.3333333333333333
27345,KLF5,C,DVL1,0.3333333333333333
27346,KLF5,C,ELF3,0.3333333333333333
27347,KLF5,C,LTBP4,0.3333333333333333
27348,KLF5,C,LTBP3,0.3333333333333333
27349,KLF5,C,LSR,0.3333333333333333
27350,KLF5,C,LNX2,0.3333333333333333
27351,KLF5,C,LLGL2,0.3333333333333333
27352,KLF5,C,LGALS3,0.3333333333333333
27353,KLF5,C,KRT8,0.3333333333333333
27354,KLF5,C,ECE1,0.3333333333333333
27355,KLF5,C,KIAA1522,0.3333333333333333
27356,KLF5,C,GPX4,0.3333333333333333
27357,KLF5,C,GPRC5A,0.3333333333333333
27358,KLF5,C,GPR137,0.3333333333333333
27359,KLF5,C,FA2H,0.3333333333333333
27360,KLF5,C,ESRP2,0.3333333333333333
27361,KLF5,C,ERBB2,0.3333333333333333
27362,KLF5,C,EPHA2,0.3333333333333333
27363,KLF5,C,KCNN4,0.3333333333333333
27364,KLF6,C,CLIP2,0.3333333333333333
27365,KLF6,C,CTNNBIP1,0.3333333333333333
27366,KLF6,C,DUSP10,0.3333333333333333
27367,KLF9,C,GSN,0.3333333333333333
27368,KLF9,C,GPRC5B,0.3333333333333333
27369,KLF9,C,FYN,0.3333333333333333
27370,KLF9,C,FOXO3,0.3333333333333333
27371,KLF9,C,FGFR3,0.3333333333333333
27372,KLF9,C,FCHO1,0.3333333333333333
27373,KLF9,C,EPHB4,0.3333333333333333
27374,KLF9,C,HIVEP3,0.3333333333333333
27375,KLF9,C,EPHB3,0.3333333333333333
27376,KLF9,C,ECE1,0.3333333333333333
27377,KLF9,C,DGKZ,0.3333333333333333
27378,KLF9,C,CMIP,0.3333333333333333
27379,KLF9,C,CCDC33,0.3333333333333333
27380,KLF9,C,CACHD1,0.3333333333333333
27381,KLF9,C,BCAR1,0.3333333333333333
27382,KLF9,C,ASPSCR1,0.3333333333333333
27383,KLF9,C,EGFR,0.3333333333333333
27384,KLF9,C,ARID5B,0.3333333333333333
27385,KLF9,C,HPCAL1,0.3333333333333333
27386,KLF9,C,IQSEC1,0.3333333333333333
27387,KLF9,C,PHLDB1,0.3333333333333333
27388,KLF9,C,PHC2,0.3333333333333333
27389,KLF9,C,PER1,0.3333333333333333
27390,KLF9,C,PCBP3,0.3333333333333333
27391,KLF9,C,NFIC,0.3333333333333333
27392,KLF9,C,NFATC2,0.3333333333333333
27393,KLF9,C,NCS1,0.3333333333333333
27394,KLF9,C,IFFO2,0.3333333333333333
27395,KLF9,C,NCOR2,0.3333333333333333
27396,KLF9,C,MEF2D,0.3333333333333333
27397,KLF9,C,MED15,0.3333333333333333
27398,KLF9,C,MAFK,0.3333333333333333
27399,KLF9,C,MACF1,0.3333333333333333
27400,KLF9,C,LFNG,0.3333333333333333
27401,KLF9,C,KIAA1522,0.3333333333333333
27402,KLF9,C,JADE2,0.3333333333333333
27403,KLF9,C,NADK,0.3333333333333333
27404,KLF9,C,ARHGEF2,0.3333333333333333
27405,KLF9,C,APBB2,0.3333333333333333
27406,KLF9,C,AMPD2,0.3333333333333333
27407,KLF6,C,NEDD9,0.3333333333333333
27408,KLF6,C,MYH9,0.3333333333333333
27409,KLF6,C,MSI2,0.3333333333333333
27410,KLF6,C,MACF1,0.3333333333333333
27411,KLF6,C,LTBP4,0.3333333333333333
27412,KLF6,C,LRRFIP1,0.3333333333333333
27413,KLF6,C,LMNA,0.3333333333333333
27414,KLF6,C,PLEC,0.3333333333333333
27415,KLF6,C,LHFPL2,0.3333333333333333
27416,KLF6,C,ITGB1,0.3333333333333333
27417,KLF6,C,IER5,0.3333333333333333
27418,KLF6,C,FAAP20,0.3333333333333333
27419,KLF6,C,ETS2,0.3333333333333333
27420,KLF6,C,ERRFI1,0.3333333333333333
27421,KLF6,C,EPS8,0.3333333333333333
27422,KLF6,C,EHD1,0.3333333333333333
27423,KLF6,C,LDLR,0.3333333333333333
27424,KLF6,C,PTP4A1,0.3333333333333333
27425,KLF6,C,RBCK1,0.3333333333333333
27426,KLF6,C,RND3,0.3333333333333333
27427,KLF9,C,AGRN,0.3333333333333333
27428,KLF9,C,AFAP1,0.3333333333333333
27429,KLF9,C,ACTN1,0.3333333333333333
27430,KLF6,C,ZFP36L2,0.3333333333333333
27431,KLF6,C,ZFP36L1,0.3333333333333333
27432,KLF6,C,XXYLT1,0.3333333333333333
27433,KLF6,C,WWTR1,0.3333333333333333
27434,KLF6,C,WFS1,0.3333333333333333
27435,KLF6,C,VMP1,0.3333333333333333
27436,KLF6,C,TSPAN14,0.3333333333333333
27437,KLF6,C,TECR,0.3333333333333333
27438,KLF6,C,TACC1,0.3333333333333333
27439,KLF6,C,SREBF1,0.3333333333333333
27440,KLF6,C,SH3RF1,0.3333333333333333
27441,KLF6,C,SH3BP4,0.3333333333333333
27442,KLF6,C,SH3BP2,0.3333333333333333
27443,KLF6,C,SEPTIN9,0.3333333333333333
27444,LYL1,C,ITGB2,0.3333333333333333
27445,LYL1,C,KCNAB2,0.3333333333333333
27446,LYL1,C,KCNN4,0.3333333333333333
27447,LYL1,C,KCTD12,0.3333333333333333
27448,MAFK,C,ERGIC1,0.3333333333333333
27449,MAFK,C,EIF4G3,0.3333333333333333
27450,MAFK,C,EGLN3,0.3333333333333333
27451,MAFK,C,DST,0.3333333333333333
27452,MAFK,C,DPP10,0.3333333333333333
27453,MAFK,C,DLG2,0.3333333333333333
27454,MAFK,C,DCLK2,0.3333333333333333
27455,MAFK,C,FLNB,0.3333333333333333
27456,MAFK,C,DAB2IP,0.3333333333333333
27457,MAFK,C,CTIF,0.3333333333333333
27458,MAFK,C,CREB5,0.3333333333333333
27459,MAFK,C,CPNE4,0.3333333333333333
27460,MAFK,C,CLIP4,0.3333333333333333
27461,MAFK,C,CHD2,0.3333333333333333
27462,MAFK,C,CEP112,0.3333333333333333
27463,MAFK,C,CDK14,0.3333333333333333
27464,MAFK,C,DAAM1,0.3333333333333333
27465,MAFK,C,CCDC150,0.3333333333333333
27466,MAFK,C,FMN1,0.3333333333333333
27467,MAFK,C,GNA12,0.3333333333333333
27468,MAFK,C,SLC8A1,0.3333333333333333
27469,MAFK,C,SIPA1L2,0.3333333333333333
27470,MAFK,C,SIK3,0.3333333333333333
27471,MAFK,C,SEC14L1,0.3333333333333333
27472,MAFK,C,SCN8A,0.3333333333333333
27473,MAFK,C,SAMD4A,0.3333333333333333
27474,MAFK,C,RGS3,0.3333333333333333
27475,MAFK,C,FOXK1,0.3333333333333333
27476,MAFK,C,RAPGEF1,0.3333333333333333
27477,MAFK,C,PPP2R2B,0.3333333333333333
27478,MAFK,C,PHLDB2,0.3333333333333333
27479,MAFK,C,PDE4D,0.3333333333333333
27480,MAFK,C,MYCBP2,0.3333333333333333
27481,MAFK,C,MTCL1,0.3333333333333333
27482,MAFK,C,LRP1B,0.3333333333333333
27483,MAFK,C,IGF1R,0.3333333333333333
27484,MAFK,C,RABGAP1L,0.3333333333333333
27485,MAFK,C,SMAD3,0.3333333333333333
27486,MAFK,C,CACNA1D,0.3333333333333333
27487,MAFK,C,ARHGEF3,0.3333333333333333
27488,MAFG,C,PDE4D,0.3333333333333333
27489,MAFG,C,NABP1,0.3333333333333333
27490,MITF,C,MAFG,0.3333333333333333
27491,MAFG,C,MED15,0.3333333333333333
27492,MAFG,C,LYPLAL1,0.3333333333333333
27493,MAFG,C,KSR1,0.3333333333333333
27494,MAFG,C,KAZN,0.3333333333333333
27495,MAFG,C,PLXNA2,0.3333333333333333
27496,MAFG,C,HDAC4,0.3333333333333333
27497,MAFG,C,FGF13,0.3333333333333333
27498,MAFG,C,EGLN3,0.3333333333333333
27499,MAFG,C,DCHS2,0.3333333333333333
27500,MAFG,C,CTIF,0.3333333333333333
27501,MAFG,C,CEP112,0.3333333333333333
27502,MAFG,C,ARHGEF3,0.3333333333333333
27503,MAFG,C,ABLIM3,0.3333333333333333
27504,MAFG,C,FMN1,0.3333333333333333
27505,MAFK,C,BACH2,0.3333333333333333
27506,MAFG,C,RAPGEF1,0.3333333333333333
27507,MAFG,C,RGS3,0.3333333333333333
27508,MAFK,C,ADGRL2,0.3333333333333333
27509,MAFK,C,ABLIM3,0.3333333333333333
27510,MAFG,C,ZBTB20,0.3333333333333333
27511,MAFG,C,TSC22D2,0.3333333333333333
27512,MAFG,C,TJP2,0.3333333333333333
27513,MAFG,C,TIAM2,0.3333333333333333
27514,MAFG,C,TEC,0.3333333333333333
27515,MAFG,C,RERE,0.3333333333333333
27516,MAFG,C,TCF4,0.3333333333333333
27517,MAFG,C,TAFA2,0.3333333333333333
27518,MAFG,C,STAU2,0.3333333333333333
27519,MAFG,C,SMAD3,0.3333333333333333
27520,MAFG,C,SLC44A1,0.3333333333333333
27521,MAFG,C,SLC40A1,0.3333333333333333
27522,MAFG,C,SCIN,0.3333333333333333
27523,MAFG,C,SAMD4A,0.3333333333333333
27524,MAFG,C,TBC1D14,0.3333333333333333
27525,MAFK,C,SYNE1,0.3333333333333333
27526,MAFK,C,TBC1D14,0.3333333333333333
27527,MAFK,C,TIAM2,0.3333333333333333
27528,MAZ,C,AGRN,0.3333333333333333
27529,MAZ,C,AGPAT3,0.3333333333333333
27530,MAZ,C,ACTN1,0.3333333333333333
27531,MAZ,C,ACAP3,0.3333333333333333
27532,MAX,C,VGLL4,0.3333333333333333
27533,MAX,C,TSPAN18,0.3333333333333333
27534,MAX,C,TBCD,0.3333333333333333
27535,MAZ,C,AHDC1,0.3333333333333333
27536,MAX,C,STXBP1,0.3333333333333333
27537,MAX,C,SMG6,0.3333333333333333
27538,MAX,C,SMAD3,0.3333333333333333
27539,MAX,C,SH3TC1,0.3333333333333333
27540,MAX,C,SH3KBP1,0.3333333333333333
27541,MAX,C,RPS6KA2,0.3333333333333333
27542,MAX,C,RGS3,0.3333333333333333
27543,MAX,C,RAP1GAP2,0.3333333333333333
27544,MAX,C,STAT3,0.3333333333333333
27545,MAX,C,PRKCZ,0.3333333333333333
27546,MAZ,C,AP3D1,0.3333333333333333
27547,MAZ,C,ARID1A,0.3333333333333333
27548,MAZ,C,GIT1,0.3333333333333333
27549,MAZ,C,FOXP1,0.3333333333333333
27550,MAZ,C,FBXL19,0.3333333333333333
27551,MAZ,C,FAAP20,0.3333333333333333
27552,MAZ,C,EPB41L1,0.3333333333333333
27553,MAZ,C,DVL1,0.3333333333333333
27554,MAZ,C,DGKZ,0.3333333333333333
27555,MAZ,C,ARAP1,0.3333333333333333
27556,MAZ,C,CSK,0.3333333333333333
27557,MAZ,C,COL1A1,0.3333333333333333
27558,MAZ,C,CLIP2,0.3333333333333333
27559,MAZ,C,CELF5,0.3333333333333333
27560,MAZ,C,CCDC97,0.3333333333333333
27561,MAZ,C,CACNA1A,0.3333333333333333
27562,MAZ,C,CABIN1,0.3333333333333333
27563,MAZ,C,BCAR1,0.3333333333333333
27564,MAZ,C,CRTC1,0.3333333333333333
27565,MAX,C,PPP2R2C,0.3333333333333333
27566,MAX,C,PLEC,0.3333333333333333
27567,MAX,C,PLA2G6,0.3333333333333333
27568,MAX,C,CUEDC1,0.3333333333333333
27569,MAX,C,CTBP2,0.3333333333333333
27570,MAX,C,CREB5,0.3333333333333333
27571,MAX,C,CCDC88C,0.3333333333333333
27572,MAX,C,CAST,0.3333333333333333
27573,MAX,C,AUTS2,0.3333333333333333
27574,MAX,C,ARHGEF3,0.3333333333333333
27575,MAX,C,CYTH1,0.3333333333333333
27576,MAX,C,AP3D1,0.3333333333333333
27577,MAX,C,AGPAT3,0.3333333333333333
27578,MAX,C,AGAP3,0.3333333333333333
27579,MAX,C,ACOT7,0.3333333333333333
27580,MAX,C,ABLIM2,0.3333333333333333
27581,MAFK,C,ZBTB20,0.3333333333333333
27582,MAFK,C,TNS3,0.3333333333333333
27583,MAFK,C,TJP2,0.3333333333333333
27584,MAX,C,ANKRD13B,0.3333333333333333
27585,MAX,C,DNM2,0.3333333333333333
27586,MAX,C,EVL,0.3333333333333333
27587,MAX,C,FAAP20,0.3333333333333333
27588,MAX,C,PHC2,0.3333333333333333
27589,MAX,C,PFKFB3,0.3333333333333333
27590,MAX,C,PCBP1,0.3333333333333333
27591,MAX,C,NRXN2,0.3333333333333333
27592,MAX,C,NOL4L,0.3333333333333333
27593,MAX,C,NFATC2,0.3333333333333333
27594,MAX,C,LMNA,0.3333333333333333
27595,MAX,C,KSR1,0.3333333333333333
27596,MAX,C,KLC1,0.3333333333333333
27597,MAX,C,KIAA0232,0.3333333333333333
27598,MAX,C,KDM4B,0.3333333333333333
27599,MAX,C,JADE2,0.3333333333333333
27600,MAX,C,INSR,0.3333333333333333
27601,MAX,C,HMGN4,0.3333333333333333
27602,MAX,C,GSN,0.3333333333333333
27603,MAX,C,GRAMD4,0.3333333333333333
27604,MAX,C,FHL2,0.3333333333333333
27605,MAFG,C,ABL1,0.3333333333333333
27606,KLF5,C,ACTN1,0.3333333333333333
27607,MAFG,C,ABCC1,0.3333333333333333
27608,MAFF,C,VGLL4,0.3333333333333333
27609,MAF,C,RGS10,0.3333333333333333
27610,MAF,C,PSTPIP1,0.3333333333333333
27611,MAF,C,PDE4D,0.3333333333333333
27612,MAF,C,OSBPL3,0.3333333333333333
27613,MAF,C,NOL4L,0.3333333333333333
27614,MAF,C,MAP3K14,0.3333333333333333
27615,MAF,C,MAP3K12,0.3333333333333333
27616,MAF,C,RIPOR1,0.3333333333333333
27617,MAF,C,LTBP3,0.3333333333333333
27618,MAF,C,GRAMD4,0.3333333333333333
27619,MAF,C,GALM,0.3333333333333333
27620,MAF,C,FOXK1,0.3333333333333333
27621,MAF,C,FGD3,0.3333333333333333
27622,MAF,C,FAM78A,0.3333333333333333
27623,MAF,C,DOCK10,0.3333333333333333
27624,MAF,C,CYTH4,0.3333333333333333
27625,MAF,C,LEF1,0.3333333333333333
27626,MAF,C,CYTH1,0.3333333333333333
27627,MAF,C,SFXN1,0.3333333333333333
27628,MAF,C,SH3KBP1,0.3333333333333333
27629,MAFB,C,CLIP4,0.3333333333333333
27630,MAFB,C,CACNA2D3,0.3333333333333333
27631,MAFB,C,CACNA1D,0.3333333333333333
27632,MAFB,C,ARHGAP24,0.3333333333333333
27633,MAFB,C,APPL2,0.3333333333333333
27634,MAFB,C,APBB2,0.3333333333333333
27635,MAFB,C,ANKRD17,0.3333333333333333
27636,MAF,C,SH3BP5,0.3333333333333333
27637,MAFB,C,AKAP13,0.3333333333333333
27638,MAF,C,TMSB4X,0.3333333333333333
27639,MAF,C,TECR,0.3333333333333333
27640,MAF,C,TBC1D14,0.3333333333333333
27641,MAF,C,STAB1,0.3333333333333333
27642,MAF,C,SPON2,0.3333333333333333
27643,MAF,C,SMAD3,0.3333333333333333
27644,MAF,C,SH3TC1,0.3333333333333333
27645,MAFB,C,ADAMTS2,0.3333333333333333
27646,MAFB,C,CPEB4,0.3333333333333333
27647,MAF,C,BRD4,0.3333333333333333
27648,MAF,C,ARHGEF3,0.3333333333333333
27649,LYL1,C,RAB37,0.3333333333333333
27650,LYL1,C,PRR5L,0.3333333333333333
27651,LYL1,C,PRR5,0.3333333333333333
27652,LYL1,C,PREX1,0.3333333333333333
27653,LYL1,C,PRAM1,0.3333333333333333
27654,LYL1,C,PPP1R9B,0.3333333333333333
27655,LYL1,C,PLXNA2,0.3333333333333333
27656,LYL1,C,RAC2,0.3333333333333333
27657,LYL1,C,PLEKHO1,0.3333333333333333
27658,LYL1,C,PLD3,0.3333333333333333
27659,LYL1,C,PLCG2,0.3333333333333333
27660,LYL1,C,PIK3CG,0.3333333333333333
27661,LYL1,C,PCED1B,0.3333333333333333
27662,LYL1,C,NSMCE1,0.3333333333333333
27663,LYL1,C,MAD1L1,0.3333333333333333
27664,LYL1,C,LAPTM5,0.3333333333333333
27665,LYL1,C,PLEC,0.3333333333333333
27666,MAF,C,ARL4C,0.3333333333333333
27667,LYL1,C,RIN3,0.3333333333333333
27668,LYL1,C,SH2B3,0.3333333333333333
27669,MAF,C,ARHGAP25,0.3333333333333333
27670,LYL1,C,VSIR,0.3333333333333333
27671,LYL1,C,VPS13D,0.3333333333333333
27672,LYL1,C,VAV1,0.3333333333333333
27673,LYL1,C,UNC13D,0.3333333333333333
27674,LYL1,C,TRPM2,0.3333333333333333
27675,LYL1,C,TNFAIP8,0.3333333333333333
27676,LYL1,C,SASH3,0.3333333333333333
27677,LYL1,C,TMC6,0.3333333333333333
27678,LYL1,C,STK10,0.3333333333333333
27679,LYL1,C,STAB1,0.3333333333333333
27680,LYL1,C,ST6GAL1,0.3333333333333333
27681,LYL1,C,ST3GAL2,0.3333333333333333
27682,LYL1,C,SIPA1,0.3333333333333333
27683,LYL1,C,SH3KBP1,0.3333333333333333
27684,LYL1,C,SH3BGRL3,0.3333333333333333
27685,LYL1,C,STXBP5,0.3333333333333333
27686,MAFB,C,DAAM1,0.3333333333333333
27687,MAFB,C,DIP2C,0.3333333333333333
27688,MAFB,C,DOCK4,0.3333333333333333
27689,MAFF,C,LRP1B,0.3333333333333333
27690,MAFF,C,JMJD1C,0.3333333333333333
27691,MAFF,C,FMN1,0.3333333333333333
27692,MAFF,C,FLNB,0.3333333333333333
27693,MAFF,C,DST,0.3333333333333333
27694,MAFF,C,DLG2,0.3333333333333333
27695,MAFF,C,DAAM1,0.3333333333333333
27696,MITF,C,MAFF,0.3333333333333333
27697,MAFF,C,CYTH1,0.3333333333333333
27698,MAFF,C,CPEB4,0.3333333333333333
27699,MAFF,C,CHN2,0.3333333333333333
27700,MAFF,C,CDK14,0.3333333333333333
27701,MAFF,C,CD55,0.3333333333333333
27702,MAFF,C,CCSER1,0.3333333333333333
27703,MAFF,C,CCDC150,0.3333333333333333
27704,MAFF,C,BHLHE40,0.3333333333333333
27705,MAFF,C,CTNND2,0.3333333333333333
27706,MAFF,C,BCAS3,0.3333333333333333
27707,MAFF,C,PALLD,0.3333333333333333
27708,MAFF,C,PDE4D,0.3333333333333333
27709,MAFF,C,TLN2,0.3333333333333333
27710,MAFF,C,TJP2,0.3333333333333333
27711,MAFF,C,TIAM2,0.3333333333333333
27712,MAFF,C,TEC,0.3333333333333333
27713,MAFF,C,TBC1D14,0.3333333333333333
27714,MAFF,C,SMOX,0.3333333333333333
27715,MAFF,C,SLC8A1,0.3333333333333333
27716,MAFF,C,PDE4B,0.3333333333333333
27717,MAFF,C,SEC14L1,0.3333333333333333
27718,MAFF,C,RAPGEF1,0.3333333333333333
27719,MAFF,C,RABGAP1L,0.3333333333333333
27720,MAFF,C,PRKCH,0.3333333333333333
27721,MAFF,C,PRKAG2,0.3333333333333333
27722,MAFF,C,PLXNA2,0.3333333333333333
27723,MAFF,C,PHLDB2,0.3333333333333333
27724,MAFF,C,PDLIM5,0.3333333333333333
27725,MAFF,C,RGS3,0.3333333333333333
27726,MAFF,C,ARID5B,0.3333333333333333
27727,MAFF,C,ARHGEF3,0.3333333333333333
27728,MAFB,C,ZNF407,0.3333333333333333
27729,MAFB,C,PREX1,0.3333333333333333
27730,MAFB,C,PHLDB2,0.3333333333333333
27731,MAFB,C,PCSK2,0.3333333333333333
27732,MAFB,C,NBAS,0.3333333333333333
27733,MAFB,C,NAV2,0.3333333333333333
27734,MAFB,C,MTSS1,0.3333333333333333
27735,MAFB,C,MMP9,0.3333333333333333
27736,MAFB,C,RTN1,0.3333333333333333
27737,MAFB,C,KLF9,0.3333333333333333
27738,MAFB,C,JMJD1C,0.3333333333333333
