,source,confidence,target,weight
19115,ZNF384,C,TCF4,0.3333333333333333
19116,ZNF384,C,TGIF1,0.3333333333333333
19117,ZNF384,C,THRAP3,0.3333333333333333
19118,ZNF384,C,TLE2,0.3333333333333333
19119,ZNF384,C,TNRC18,0.3333333333333333
19120,ZNF384,C,TRAPPC9,0.3333333333333333
19121,ZNF384,C,UBE2V1,0.3333333333333333
19122,ZNF384,C,USP34,0.3333333333333333
19123,ZNF384,C,USP7,0.3333333333333333
19124,ZNF384,C,VEGFA,0.3333333333333333
19125,ZNF384,C,ZMYND8,0.3333333333333333
19126,ZNF584,C,BLOC1S4,0.3333333333333333
19127,ZNF584,C,PCYT1A,0.3333333333333333
19128,ZNF384,C,NFAT5,0.3333333333333333
19129,ZNF639,C,PPP2R5C,0.3333333333333333
19130,ZNF639,C,PTP4A2,0.3333333333333333
19131,ZNF740,C,JUP,0.3333333333333333
19132,ZNF740,C,KDM2B,0.3333333333333333
19133,ZNF740,C,LARP1,0.3333333333333333
19134,ZNF740,C,MAP1A,0.3333333333333333
19135,ZNF740,C,MECP2,0.3333333333333333
19136,ZNF740,C,MEPCE,0.3333333333333333
19137,ZNF740,C,NFIA,0.3333333333333333
19138,ZNF740,C,NOL4L,0.3333333333333333
19139,ZNF740,C,PCBP4,0.3333333333333333
19140,ZNF740,C,PDGFA,0.3333333333333333
19141,ZNF740,C,PPFIA3,0.3333333333333333
19142,ZNF740,C,PPP2R1A,0.3333333333333333
19143,ZNF740,C,PRAME,0.3333333333333333
19144,ZNF740,C,PRR12,0.3333333333333333
19145,ZNF740,C,RHOF,0.3333333333333333
19146,ZNF740,C,TAOK1,0.3333333333333333
19147,ZNF740,C,VAPB,0.3333333333333333
19148,ZNF740,C,WNK1,0.3333333333333333
19149,ZNF740,C,ZBTB7A,0.3333333333333333
19150,ZNF740,C,ZFP91,0.3333333333333333
19151,ZNF740,C,ZNF385A,0.3333333333333333
19152,ZNF740,C,ZNF512B,0.3333333333333333
19153,ZNF740,C,ZNF687,0.3333333333333333
19154,ZNF766,C,ARID4A,0.3333333333333333
19155,ZNF766,C,CCDC174,0.3333333333333333
19156,ZNF766,C,CDK19,0.3333333333333333
19157,ZNF766,C,MARF1,0.3333333333333333
19158,ZNF83,C,CUBN,0.3333333333333333
19159,ZNF83,C,PCBP1,0.3333333333333333
19160,ZNF740,C,HNRNPL,0.3333333333333333
19161,ZNF639,C,PPP4R3A,0.3333333333333333
19162,ZNF740,C,HMX3,0.3333333333333333
19163,ZNF740,C,FBXL19,0.3333333333333333
19164,ZNF639,C,PTPN11,0.3333333333333333
19165,ZNF639,C,RHEB,0.3333333333333333
19166,ZNF639,C,RNF38,0.3333333333333333
19167,ZNF639,C,RO60,0.3333333333333333
19168,ZNF639,C,SAMD8,0.3333333333333333
19169,ZNF639,C,SEC22C,0.3333333333333333
19170,ZNF639,C,SEPTIN2,0.3333333333333333
19171,ZNF639,C,SIN3A,0.3333333333333333
19172,ZNF639,C,SLC30A5,0.3333333333333333
19173,ZNF639,C,UBE3A,0.3333333333333333
19174,ZNF639,C,URI1,0.3333333333333333
19175,ZNF639,C,ZC3H7A,0.3333333333333333
19176,ZNF639,C,ZNF143,0.3333333333333333
19177,ZNF639,C,ZZZ3,0.3333333333333333
19178,ZNF644,C,EPC1,0.3333333333333333
19179,ZNF644,C,FBXW11,0.3333333333333333
19180,ZNF644,C,NR3C1,0.3333333333333333
19181,ZNF644,C,PKNOX1,0.3333333333333333
19182,ZNF644,C,SDE2,0.3333333333333333
19183,ZNF644,C,STXBP5,0.3333333333333333
19184,ZNF644,C,ZNF280D,0.3333333333333333
19185,ZNF740,C,ADNP,0.3333333333333333
19186,ZNF740,C,ANKRD11,0.3333333333333333
19187,ZNF740,C,BRD2,0.3333333333333333
19188,ZNF740,C,CASZ1,0.3333333333333333
19189,ZNF740,C,CIRBP,0.3333333333333333
19190,ZNF740,C,CREBBP,0.3333333333333333
19191,ZNF740,C,CUX1,0.3333333333333333
19192,ZNF740,C,DNMT1,0.3333333333333333
19193,ZNF740,C,HMGA1,0.3333333333333333
19194,ZNF384,C,NDE1,0.3333333333333333
19195,ZNF384,C,MEIS2,0.3333333333333333
19196,ZNF384,C,MED15,0.3333333333333333
19197,ZNF263,C,PTPN4,0.3333333333333333
19198,ZNF263,C,QKI,0.3333333333333333
19199,ZNF263,C,RALA,0.3333333333333333
19200,ZNF263,C,RAP1A,0.3333333333333333
19201,ZNF263,C,RCSD1,0.3333333333333333
19202,ZNF263,C,RNASEH2C,0.3333333333333333
19203,ZNF263,C,RPS25,0.3333333333333333
19204,ZNF263,C,RREB1,0.3333333333333333
19205,ZNF263,C,SETD1B,0.3333333333333333
19206,ZNF263,C,SETD7,0.3333333333333333
19207,ZNF263,C,SFXN2,0.3333333333333333
19208,ZNF263,C,SHISA7,0.3333333333333333
19209,ZNF263,C,SHOC2,0.3333333333333333
19210,ZNF263,C,SHOX2,0.3333333333333333
19211,ZNF263,C,SLC29A4,0.3333333333333333
19212,ZNF263,C,SOWAHD,0.3333333333333333
19213,ZNF263,C,SP3,0.3333333333333333
19214,ZNF263,C,SPRY2,0.3333333333333333
19215,ZNF263,C,SRGAP1,0.3333333333333333
19216,ZNF263,C,STT3B,0.3333333333333333
19217,ZNF263,C,SUSD4,0.3333333333333333
19218,ZNF263,C,SYNGAP1,0.3333333333333333
19219,ZNF263,C,TBC1D1,0.3333333333333333
19220,ZNF263,C,TCF4,0.3333333333333333
19221,ZNF263,C,TCL1B,0.3333333333333333
19222,ZNF263,C,TFAP2A,0.3333333333333333
19223,ZNF263,C,TFE3,0.3333333333333333
19224,ZNF263,C,THRB,0.3333333333333333
19225,ZNF263,C,TLR5,0.3333333333333333
19226,ZNF263,C,PRRT3,0.3333333333333333
19227,ZNF263,C,TMEM119,0.3333333333333333
19228,ZNF263,C,PRPF31,0.3333333333333333
19229,ZNF263,C,PPP3CA,0.3333333333333333
19230,ZNF263,C,IGF2BP3,0.3333333333333333
19231,ZNF263,C,ITPRID2,0.3333333333333333
19232,ZNF263,C,JARID2,0.3333333333333333
19233,ZNF263,C,JPH3,0.3333333333333333
19234,ZNF263,C,KCMF1,0.3333333333333333
19235,ZNF263,C,BLTP2,0.3333333333333333
19236,ZNF263,C,LHX2,0.3333333333333333
19237,ZNF263,C,LHX6,0.3333333333333333
19238,ZNF263,C,LRRC8B,0.3333333333333333
19239,ZNF263,C,MAN1A2,0.3333333333333333
19240,ZNF263,C,MARK1,0.3333333333333333
19241,ZNF263,C,MCTP1,0.3333333333333333
19242,ZNF263,C,MEF2C,0.3333333333333333
19243,ZNF263,C,MLLT1,0.3333333333333333
19244,ZNF263,C,MPP3,0.3333333333333333
19245,ZNF263,C,PALS2,0.3333333333333333
19246,ZNF263,C,MPHOSPH6,0.3333333333333333
19247,ZNF263,C,MSRB3,0.3333333333333333
19248,ZNF263,C,MYB,0.3333333333333333
19249,ZNF263,C,NCAN,0.3333333333333333
19250,ZNF263,C,NCOA2,0.3333333333333333
19251,ZNF263,C,NFATC2,0.3333333333333333
19252,ZNF263,C,NOC2L,0.3333333333333333
19253,ZNF263,C,NPAS2,0.3333333333333333
19254,ZNF263,C,NR2F2,0.3333333333333333
19255,ZNF263,C,P2RX5,0.3333333333333333
19256,ZNF263,C,PBX1,0.3333333333333333
19257,ZNF263,C,PBX2,0.3333333333333333
19258,ZNF263,C,PLPP2,0.3333333333333333
19259,ZNF263,C,PRDM12,0.3333333333333333
19260,ZNF263,C,TMEM164,0.3333333333333333
19261,ZNF263,C,TPM4,0.3333333333333333
19262,ZNF263,C,TRAF2,0.3333333333333333
19263,ZNF384,C,ATXN2,0.3333333333333333
19264,ZNF384,C,BRD4,0.3333333333333333
19265,ZNF384,C,CACNA1A,0.3333333333333333
19266,ZNF384,C,CDKAL1,0.3333333333333333
19267,ZNF384,C,CNOT1,0.3333333333333333
19268,ZNF384,C,CREBBP,0.3333333333333333
19269,ZNF384,C,CTSB,0.3333333333333333
19270,ZNF384,C,DENND5A,0.3333333333333333
19271,ZNF384,C,DYRK1A,0.3333333333333333
19272,ZNF384,C,EGLN3,0.3333333333333333
19273,ZNF384,C,EHBP1,0.3333333333333333
19274,ZNF384,C,EIF4G3,0.3333333333333333
19275,ZNF384,C,ELF1,0.3333333333333333
19276,ZNF384,C,ETFBKMT,0.3333333333333333
19277,ZNF384,C,FDFT1,0.3333333333333333
19278,ZNF384,C,FLNB,0.3333333333333333
19279,ZNF384,C,GON4L,0.3333333333333333
19280,ZNF384,C,GTF2I,0.3333333333333333
19281,ZNF384,C,HERPUD1,0.3333333333333333
19282,ZNF384,C,HM13,0.3333333333333333
19283,ZNF384,C,IGF2BP3,0.3333333333333333
19284,ZNF384,C,IGF2R,0.3333333333333333
19285,ZNF384,C,JMJD1C,0.3333333333333333
19286,ZNF384,C,KANSL1,0.3333333333333333
19287,ZNF384,C,KDM4C,0.3333333333333333
19288,ZNF384,C,KEAP1,0.3333333333333333
19289,ZNF384,C,KPNA6,0.3333333333333333
19290,ZNF384,C,MAP4K4,0.3333333333333333
19291,ZNF384,C,MARF1,0.3333333333333333
19292,ZNF384,C,ARID1A,0.3333333333333333
19293,ZNF384,C,AP3D1,0.3333333333333333
19294,ZNF384,C,ANKRD11,0.3333333333333333
19295,ZNF274,C,ZSCAN18,0.3333333333333333
19296,ZNF263,C,TRIM29,0.3333333333333333
19297,ZNF263,C,TRIM33,0.3333333333333333
19298,ZNF263,C,TRPM2,0.3333333333333333
19299,ZNF263,C,TSC22D4,0.3333333333333333
19300,ZNF263,C,TSPOAP1,0.3333333333333333
19301,ZNF263,C,TYRO3,0.3333333333333333
19302,ZNF263,C,USP24,0.3333333333333333
19303,ZNF263,C,VCAN,0.3333333333333333
19304,ZNF263,C,VSTM2L,0.3333333333333333
19305,ZNF263,C,WDR26,0.3333333333333333
19306,ZNF263,C,ZC3H4,0.3333333333333333
19307,ZNF263,C,ZFHX2,0.3333333333333333
19308,ZNF263,C,ZIC2,0.3333333333333333
19309,ZNF263,C,ZNF148,0.3333333333333333
19310,ZEB2,C,PRKCB,0.3333333333333333
19311,ZNF263,C,ZNF837,0.3333333333333333
19312,ZNF274,C,NAT1,0.3333333333333333
19313,ZNF274,C,SLC25A37,0.3333333333333333
19314,ZNF274,C,TJP2,0.3333333333333333
19315,ZNF274,C,TNFAIP8,0.3333333333333333
19316,ZNF274,C,ZNF12,0.3333333333333333
19317,ZNF274,C,ZNF121,0.3333333333333333
19318,ZNF274,C,ZNF26,0.3333333333333333
19319,ZNF274,C,ZNF263,0.3333333333333333
19320,ZNF274,C,ZNF317,0.3333333333333333
19321,ZNF274,C,ZNF397,0.3333333333333333
19322,ZNF274,C,ZNF529,0.3333333333333333
19323,ZNF274,C,ZNF567,0.3333333333333333
19324,ZNF274,C,ZNF84,0.3333333333333333
19325,ZNF274,C,ZNF841,0.3333333333333333
19326,ZNF274,C,CACNA1D,0.3333333333333333
19327,ZEB2,C,PRKAR2B,0.3333333333333333
19328,ZEB2,C,PIP4K2A,0.3333333333333333
19329,ZEB2,C,PIK3CG,0.3333333333333333
19330,XBP1,C,AMOTL1,0.3333333333333333
19331,XBP1,C,CACNB2,0.3333333333333333
19332,XBP1,C,CTNNA1,0.3333333333333333
19333,XBP1,C,DOCK1,0.3333333333333333
19334,XBP1,C,DTNA,0.3333333333333333
19335,XBP1,C,FANCC,0.3333333333333333
19336,XBP1,C,FRMD4B,0.3333333333333333
19337,XBP1,C,JCAD,0.3333333333333333
19338,XBP1,C,MYT1L,0.3333333333333333
19339,XBP1,C,PRPF31,0.3333333333333333
19340,XBP1,C,RAPGEF4,0.3333333333333333
19341,XBP1,C,SND1,0.3333333333333333
19342,XBP1,C,SPEF2,0.3333333333333333
19343,XBP1,C,ZZEF1,0.3333333333333333
19344,YY1,C,AGAP1,0.3333333333333333
19345,YY1,C,AP3D1,0.3333333333333333
19346,YY1,C,CUX1,0.3333333333333333
19347,YY1,C,DIDO1,0.3333333333333333
19348,YY1,C,ELL,0.3333333333333333
19349,YY1,C,EXTL3,0.3333333333333333
19350,YY1,C,FOXN3,0.3333333333333333
19351,YY1,C,GADD45GIP1,0.3333333333333333
19352,YY1,C,GLG1,0.3333333333333333
19353,YY1,C,KAT6B,0.3333333333333333
19354,YY1,C,LARP1,0.3333333333333333
19355,YY1,C,MTX3,0.3333333333333333
19356,YY1,C,PHLPP1,0.3333333333333333
19357,YY1,C,PTK2,0.3333333333333333
19358,YY1,C,PTP4A2,0.3333333333333333
19359,VDR,C,ZNF84,0.3333333333333333
19360,YY1,C,RERE,0.3333333333333333
19361,VDR,C,ZNF555,0.3333333333333333
19362,VDR,C,ZNF516,0.3333333333333333
19363,VDR,C,REEP4,0.3333333333333333
19364,VDR,C,RFTN1,0.3333333333333333
19365,VDR,C,RNF40,0.3333333333333333
19366,VDR,C,RNF5,0.3333333333333333
19367,VDR,C,RUNX1T1,0.3333333333333333
19368,VDR,C,SALL1,0.3333333333333333
19369,VDR,C,SAXO2,0.3333333333333333
19370,VDR,C,SCUBE3,0.3333333333333333
19371,VDR,C,SEMA4B,0.3333333333333333
19372,VDR,C,SH3TC1,0.3333333333333333
19373,VDR,C,SLC12A8,0.3333333333333333
19374,VDR,C,SLC34A3,0.3333333333333333
19375,VDR,C,SLC7A1,0.3333333333333333
19376,VDR,C,SNRPN,0.3333333333333333
19377,VDR,C,STAP2,0.3333333333333333
19378,VDR,C,STK10,0.3333333333333333
19379,VDR,C,TBC1D20,0.3333333333333333
19380,VDR,C,TCF4,0.3333333333333333
19381,VDR,C,TGOLN2,0.3333333333333333
19382,VDR,C,TLE4,0.3333333333333333
19383,VDR,C,TNC,0.3333333333333333
19384,VDR,C,TNRC18,0.3333333333333333
19385,VDR,C,TRPM2,0.3333333333333333
19386,VDR,C,UHRF2,0.3333333333333333
19387,VDR,C,VOPP1,0.3333333333333333
19388,VDR,C,VPS13D,0.3333333333333333
19389,VDR,C,WDR24,0.3333333333333333
19390,VDR,C,WWC1,0.3333333333333333
19391,VDR,C,ZBTB7C,0.3333333333333333
19392,VDR,C,ZNF521,0.3333333333333333
19393,VDR,C,RBM47,0.3333333333333333
19394,YY1,C,SIN3A,0.3333333333333333
19395,YY1,C,TBC1D14,0.3333333333333333
19396,ZBTB11,C,GTF3C3,0.3333333333333333
19397,ZBTB11,C,KDM5A,0.3333333333333333
19398,ZBTB11,C,PPP1R15B,0.3333333333333333
19399,ZBTB11,C,PPP4R2,0.3333333333333333
19400,ZBTB11,C,RO60,0.3333333333333333
19401,ZBTB11,C,SEC22B,0.3333333333333333
19402,ZBTB11,C,UBE2D3,0.3333333333333333
19403,ZBTB11,C,UCHL5,0.3333333333333333
19404,ZBTB11,C,USPL1,0.3333333333333333
19405,ZBTB11,C,VCPIP1,0.3333333333333333
19406,ZBTB11,C,YY1,0.3333333333333333
19407,ZBTB11,C,ZNF131,0.3333333333333333
19408,ZBTB33,C,AFF4,0.3333333333333333
19409,ZBTB33,C,ANKRD17,0.3333333333333333
19410,ZBTB33,C,ARF3,0.3333333333333333
19411,ZBTB33,C,BCAS3,0.3333333333333333
19412,ZBTB33,C,CAMK2D,0.3333333333333333
19413,ZBTB33,C,CDK12,0.3333333333333333
19414,ZBTB33,C,CENPB,0.3333333333333333
19415,ZBTB33,C,CENPT,0.3333333333333333
19416,ZBTB33,C,CHST12,0.3333333333333333
19417,ZBTB33,C,CSDE1,0.3333333333333333
19418,ZBTB33,C,DARS1,0.3333333333333333
19419,ZBTB33,C,DDX3X,0.3333333333333333
19420,ZBTB33,C,DMXL1,0.3333333333333333
19421,ZBTB33,C,DNAJB4,0.3333333333333333
19422,ZBTB33,C,EHD1,0.3333333333333333
19423,ZBTB33,C,ELK4,0.3333333333333333
19424,ZBTB33,C,ERGIC2,0.3333333333333333
19425,ZBTB11,C,GNA13,0.3333333333333333
19426,YY1,C,SKI,0.3333333333333333
19427,ZBTB11,C,GABPA,0.3333333333333333
19428,ZBTB11,C,ERBIN,0.3333333333333333
19429,YY1,C,ZBTB38,0.3333333333333333
19430,ZBED1,C,CIRBP,0.3333333333333333
19431,ZBED1,C,ECE1,0.3333333333333333
19432,ZBED1,C,ETV6,0.3333333333333333
19433,ZBED1,C,GATAD2B,0.3333333333333333
19434,ZBED1,C,MAD1L1,0.3333333333333333
19435,ZBED1,C,MSH6,0.3333333333333333
19436,ZBED1,C,MTFR2,0.3333333333333333
19437,ZBED1,C,NAA25,0.3333333333333333
19438,ZBED1,C,PARN,0.3333333333333333
19439,ZBED1,C,PTMA,0.3333333333333333
19440,ZBED1,C,RBM15,0.3333333333333333
19441,ZBED1,C,RFFL,0.3333333333333333
19442,ZBED1,C,RPL6,0.3333333333333333
19443,ZBED1,C,SLC1A4,0.3333333333333333
19444,ZBED1,C,SQSTM1,0.3333333333333333
19445,ZBED1,C,SRSF7,0.3333333333333333
19446,ZBED1,C,TANGO2,0.3333333333333333
19447,ZBED1,C,TCF3,0.3333333333333333
19448,ZBED1,C,TGIF1,0.3333333333333333
19449,ZBED1,C,USP48,0.3333333333333333
19450,ZBED1,C,ZC3H4,0.3333333333333333
19451,ZBED1,C,ZNF276,0.3333333333333333
19452,ZBTB11,C,ADAM17,0.3333333333333333
19453,ZBTB11,C,AP1AR,0.3333333333333333
19454,ZBTB11,C,AZIN1,0.3333333333333333
19455,ZBTB11,C,CEPT1,0.3333333333333333
19456,ZBTB11,C,CGGBP1,0.3333333333333333
19457,ZBTB11,C,ELK4,0.3333333333333333
19458,ZBTB11,C,FBXO28,0.3333333333333333
19459,VDR,C,RBM15,0.3333333333333333
19460,VDR,C,PTPRM,0.3333333333333333
19461,VDR,C,PTAFR,0.3333333333333333
19462,USF2,C,NPTN,0.3333333333333333
19463,USF2,C,NRL,0.3333333333333333
19464,USF2,C,PCGF2,0.3333333333333333
19465,USF2,C,PHC2,0.3333333333333333
19466,USF2,C,PLBD2,0.3333333333333333
19467,USF2,C,PLEKHA6,0.3333333333333333
19468,USF2,C,PLIN2,0.3333333333333333
19469,USF2,C,PNPLA7,0.3333333333333333
19470,USF2,C,PPFIBP2,0.3333333333333333
19471,USF2,C,PPP1R37,0.3333333333333333
19472,USF2,C,PRPF31,0.3333333333333333
19473,USF2,C,PTCH1,0.3333333333333333
19474,USF2,C,PTDSS2,0.3333333333333333
19475,USF2,C,RAB31,0.3333333333333333
19476,USF2,C,RAD9A,0.3333333333333333
19477,USF2,C,RBCK1,0.3333333333333333
19478,USF2,C,RELB,0.3333333333333333
19479,USF2,C,RITA1,0.3333333333333333
19480,USF2,C,SERPINE2,0.3333333333333333
19481,USF2,C,SLC12A7,0.3333333333333333
19482,USF2,C,SLC35F6,0.3333333333333333
19483,USF2,C,SMYD4,0.3333333333333333
19484,USF2,C,SPTBN4,0.3333333333333333
19485,USF2,C,STIP1,0.3333333333333333
19486,USF2,C,SUB1,0.3333333333333333
19487,USF2,C,TCEA2,0.3333333333333333
19488,USF2,C,TGFBRAP1,0.3333333333333333
19489,USF2,C,TSNARE1,0.3333333333333333
19490,USF2,C,TTLL11,0.3333333333333333
19491,USF2,C,NPRL3,0.3333333333333333
19492,USF2,C,UCKL1,0.3333333333333333
19493,USF2,C,NFX1,0.3333333333333333
19494,USF2,C,NAGPA,0.3333333333333333
19495,USF2,C,ALG1,0.3333333333333333
19496,USF2,C,ATF4,0.3333333333333333
19497,USF2,C,ATPAF2,0.3333333333333333
19498,USF2,C,BORCS6,0.3333333333333333
19499,USF2,C,BRD2,0.3333333333333333
19500,USF2,C,CEACAM6,0.3333333333333333
19501,USF2,C,COA7,0.3333333333333333
19502,USF2,C,ZFTRAF1,0.3333333333333333
19503,USF2,C,DBP,0.3333333333333333
19504,USF2,C,DDX54,0.3333333333333333
19505,USF2,C,DNAAF1,0.3333333333333333
19506,USF2,C,FIS1,0.3333333333333333
19507,USF2,C,GET4,0.3333333333333333
19508,USF2,C,GLT8D2,0.3333333333333333
19509,USF2,C,GNA13,0.3333333333333333
19510,USF2,C,HDAC4,0.3333333333333333
19511,USF2,C,HMGN2,0.3333333333333333
19512,USF2,C,HSD17B14,0.3333333333333333
19513,USF2,C,HTATIP2,0.3333333333333333
19514,USF2,C,KLF15,0.3333333333333333
19515,USF2,C,LTBP3,0.3333333333333333
19516,USF2,C,MAFF,0.3333333333333333
19517,USF2,C,MARCHF8,0.3333333333333333
19518,USF2,C,MAX,0.3333333333333333
19519,USF2,C,MRPL36,0.3333333333333333
19520,USF2,C,MTDH,0.3333333333333333
19521,USF2,C,NAA40,0.3333333333333333
19522,USF2,C,NAA60,0.3333333333333333
19523,USF2,C,NAGLU,0.3333333333333333
19524,USF2,C,NCOA6,0.3333333333333333
19525,USF2,C,UNC79,0.3333333333333333
19526,USF2,C,UNC93B1,0.3333333333333333
19527,USF2,C,YAP1,0.3333333333333333
19528,VDR,C,GNA12,0.3333333333333333
19529,VDR,C,HIC2,0.3333333333333333
19530,VDR,C,ID3,0.3333333333333333
19531,VDR,C,IRF4,0.3333333333333333
19532,VDR,C,ITGB6,0.3333333333333333
19533,VDR,C,KANK2,0.3333333333333333
19534,VDR,C,KIAA0319L,0.3333333333333333
19535,VDR,C,KIAA1217,0.3333333333333333
19536,VDR,C,KRT8,0.3333333333333333
19537,VDR,C,KYAT1,0.3333333333333333
19538,VDR,C,LAMB3,0.3333333333333333
19539,VDR,C,LASP1,0.3333333333333333
19540,VDR,C,LHFPL2,0.3333333333333333
19541,VDR,C,MAPK13,0.3333333333333333
19542,VDR,C,MED15,0.3333333333333333
19543,VDR,C,MLF2,0.3333333333333333
19544,VDR,C,MTF1,0.3333333333333333
19545,VDR,C,NIBAN2,0.3333333333333333
19546,VDR,C,NUP93,0.3333333333333333
19547,VDR,C,OSCAR,0.3333333333333333
19548,VDR,C,PDE2A,0.3333333333333333
19549,VDR,C,PHF10,0.3333333333333333
19550,VDR,C,PIEZO1,0.3333333333333333
19551,VDR,C,PKM,0.3333333333333333
19552,VDR,C,PLA2G2C,0.3333333333333333
19553,VDR,C,PLCB1,0.3333333333333333
19554,VDR,C,PPP1R10,0.3333333333333333
19555,VDR,C,PRKACA,0.3333333333333333
19556,VDR,C,PRR5L,0.3333333333333333
19557,VDR,C,GLS,0.3333333333333333
19558,VDR,C,FUS,0.3333333333333333
19559,VDR,C,FOXE1,0.3333333333333333
19560,VDR,C,FHOD3,0.3333333333333333
19561,USF2,C,ZBTB40,0.3333333333333333
19562,USF2,C,ZC3H18,0.3333333333333333
19563,USF2,C,ZDHHC7,0.3333333333333333
19564,USF2,C,ZNF362,0.3333333333333333
19565,USF2,C,ZNF507,0.3333333333333333
19566,VDR,C,AGFG2,0.3333333333333333
19567,VDR,C,AGTRAP,0.3333333333333333
19568,VDR,C,AHRR,0.3333333333333333
19569,VDR,C,ALKBH2,0.3333333333333333
19570,VDR,C,ANXA2,0.3333333333333333
19571,VDR,C,APEX1,0.3333333333333333
19572,VDR,C,ARHGAP45,0.3333333333333333
19573,VDR,C,ARHGEF10L,0.3333333333333333
19574,VDR,C,ATP6V0B,0.3333333333333333
19575,ZBTB33,C,ERH,0.3333333333333333
19576,VDR,C,ATP6V0D1,0.3333333333333333
19577,VDR,C,CALR,0.3333333333333333
19578,VDR,C,CD274,0.3333333333333333
19579,VDR,C,CDV3,0.3333333333333333
19580,VDR,C,CETN2,0.3333333333333333
19581,VDR,C,CHST11,0.3333333333333333
19582,VDR,C,CLDN4,0.3333333333333333
19583,VDR,C,CLSTN1,0.3333333333333333
19584,VDR,C,COL2A1,0.3333333333333333
19585,VDR,C,CPNE5,0.3333333333333333
19586,VDR,C,CRTC1,0.3333333333333333
19587,VDR,C,CSNK1D,0.3333333333333333
19588,VDR,C,EFL1,0.3333333333333333
19589,VDR,C,EHF,0.3333333333333333
19590,VDR,C,EPRS1,0.3333333333333333
19591,VDR,C,C4orf36,0.3333333333333333
19592,TEAD4,C,PRKCH,0.3333333333333333
19593,ZBTB33,C,FAM200B,0.3333333333333333
19594,ZBTB33,C,FUBP1,0.3333333333333333
19595,ZEB1,C,CSNK1D,0.3333333333333333
19596,ZEB1,C,CTNND1,0.3333333333333333
19597,ZEB1,C,CYTH4,0.3333333333333333
19598,ZEB1,C,DDIT4,0.3333333333333333
19599,ZEB1,C,DGKZ,0.3333333333333333
19600,ZEB1,C,DLGAP4,0.3333333333333333
19601,ZEB1,C,DOCK6,0.3333333333333333
19602,ZEB1,C,DPYSL2,0.3333333333333333
19603,ZEB1,C,DST,0.3333333333333333
19604,ZEB1,C,EPS8L2,0.3333333333333333
19605,ZEB1,C,FAAP20,0.3333333333333333
19606,ZEB1,C,FHAD1,0.3333333333333333
19607,ZEB1,C,GPRC5C,0.3333333333333333
19608,ZEB1,C,GSE1,0.3333333333333333
19609,ZEB1,C,GSN,0.3333333333333333
19610,ZEB1,C,HDAC4,0.3333333333333333
19611,ZEB1,C,HELZ2,0.3333333333333333
19612,ZEB1,C,HMGN4,0.3333333333333333
19613,ZEB1,C,HSPG2,0.3333333333333333
19614,ZEB1,C,INPP5A,0.3333333333333333
19615,ZEB1,C,JUP,0.3333333333333333
19616,ZEB1,C,KDM6B,0.3333333333333333
19617,ZEB1,C,LAMC1,0.3333333333333333
19618,ZEB1,C,LLGL2,0.3333333333333333
19619,ZEB1,C,LRRC1,0.3333333333333333
19620,ZEB1,C,MACF1,0.3333333333333333
19621,ZEB1,C,MARK2,0.3333333333333333
19622,ZEB1,C,MBP,0.3333333333333333
19623,ZEB1,C,MX2,0.3333333333333333
19624,ZEB1,C,COL4A2,0.3333333333333333
19625,ZEB1,C,NOL4L,0.3333333333333333
19626,ZEB1,C,CLEC16A,0.3333333333333333
19627,ZEB1,C,CCDC88C,0.3333333333333333
19628,ZBTB7A,C,SLC22A23,0.3333333333333333
19629,ZBTB7A,C,SRC,0.3333333333333333
19630,ZBTB7A,C,SRCIN1,0.3333333333333333
19631,ZBTB7A,C,STAT6,0.3333333333333333
19632,ZBTB7A,C,SYNPO,0.3333333333333333
19633,ZBTB7A,C,THRA,0.3333333333333333
19634,ZBTB7A,C,TLE5,0.3333333333333333
19635,ZBTB7A,C,TRIM8,0.3333333333333333
19636,ZBTB7A,C,ZBTB7B,0.3333333333333333
19637,ZBTB7A,C,ZFPM1,0.3333333333333333
19638,ZBTB7A,C,ZNF710,0.3333333333333333
19639,ZC3H8,C,HAS3,0.3333333333333333
19640,ZC3H8,C,MDM4,0.3333333333333333
19641,ZC3H8,C,NAT10,0.3333333333333333
19642,ZC3H8,C,PDCD11,0.3333333333333333
19643,ZC3H8,C,TSEN2,0.3333333333333333
19644,ZC3H8,C,UQCC1,0.3333333333333333
19645,ZEB1,C,ABCA7,0.3333333333333333
19646,ZEB1,C,ACAP3,0.3333333333333333
19647,ZEB1,C,ADAP1,0.3333333333333333
19648,ZEB1,C,AFAP1,0.3333333333333333
19649,ZEB1,C,AGPAT2,0.3333333333333333
19650,ZEB1,C,AHNAK,0.3333333333333333
19651,ZEB1,C,AMZ1,0.3333333333333333
19652,ZEB1,C,ANXA11,0.3333333333333333
19653,ZEB1,C,ARHGEF16,0.3333333333333333
19654,ZEB1,C,BCAT1,0.3333333333333333
19655,ZEB1,C,BCL2,0.3333333333333333
19656,ZEB1,C,BCR,0.3333333333333333
19657,ZEB1,C,CHST15,0.3333333333333333
19658,ZBTB7A,C,SLC19A1,0.3333333333333333
19659,ZEB1,C,NSD2,0.3333333333333333
19660,ZEB1,C,PDE4A,0.3333333333333333
19661,ZEB2,C,ACVR1,0.3333333333333333
19662,ZEB2,C,ADGRB3,0.3333333333333333
19663,ZEB2,C,ANXA4,0.3333333333333333
19664,ZEB2,C,ARHGEF2,0.3333333333333333
19665,ZEB2,C,ASAP1,0.3333333333333333
